# 新课抢先学_2. 邮件营销（上）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:07.150] 大家好
[00:18:02.220 - 00:18:03.220] 而是當房的
[00:18:03.220 - 00:18:04.220] 這等於是說
[00:18:04.220 - 00:18:05.220] 客戶
[00:18:05.220 - 00:18:07.220] 它只可以管住
[00:18:07.220 - 00:18:08.220] 我們的有件影銷
[00:18:08.220 - 00:18:09.220] 它就可以同意
[00:18:09.220 - 00:18:10.220] OK
[00:18:10.220 - 00:18:11.220] 我最定
[00:18:11.220 - 00:18:12.220] 我願意
[00:18:12.220 - 00:18:14.220] 收到你的有件影銷
[00:18:14.220 - 00:18:15.220] 它就可以收到
[00:18:15.220 - 00:18:17.220] 而是
[00:18:17.220 - 00:18:18.220] 我們要發
[00:18:18.220 - 00:18:20.220] 不是客戶可以發給我們
[00:18:20.220 - 00:18:21.220] 所以真的
[00:18:21.220 - 00:18:23.220] 現在微信公眾好一樣的客戶
[00:18:23.220 - 00:18:26.220] 它不會自己寫公眾好的文章
[00:18:26.220 - 00:18:27.220] 跟詳細我們
[00:18:27.220 - 00:18:28.220] 而是
[00:18:28.220 - 00:18:30.220] 我們自己的微信公眾好
[00:18:30.220 - 00:18:31.220] 寫好漏文章
[00:18:31.220 - 00:18:33.220] 以後就可以發給它
[00:18:33.220 - 00:18:34.220] 讓它看到
[00:18:34.220 - 00:18:37.220] 同時也需要客戶
[00:18:37.220 - 00:18:39.220] 管住我們的有件影銷
[00:18:39.220 - 00:18:42.220] 需要它願意收到我們的有件
[00:18:42.220 - 00:18:44.220] 我們就可以發給它
[00:18:44.220 - 00:18:48.220] 除了這些方面的區別
[00:18:48.220 - 00:18:49.220] 還有寫詳細
[00:18:49.220 - 00:18:51.220] 也不用說
[00:18:51.220 - 00:18:53.220] 讓有件影銷
[00:18:53.220 - 00:18:55.220] 一言就看起來
[00:18:55.220 - 00:18:57.220] 看出來跟船面
[00:18:57.220 - 00:18:58.220] 寺季跟好看
[00:18:58.220 - 00:19:00.220] 然後保他的信息
[00:19:00.220 - 00:19:01.220] 和部分都更多
[00:19:01.220 - 00:19:03.220] 所以這個也是另外一個區別
[00:19:03.220 - 00:19:08.030] 所以
[00:19:08.030 - 00:19:09.030] 我們除了
[00:19:09.030 - 00:19:11.030] 學習這個
[00:19:11.030 - 00:19:13.030] 有件影銷是什麼
[00:19:13.030 - 00:19:15.030] 所以大家知道
[00:19:15.030 - 00:19:16.030] 有件影銷是什麼
[00:19:16.030 - 00:19:18.030] 有件影銷的意思
[00:19:18.030 - 00:19:19.030] 是說我們要給
[00:19:19.030 - 00:19:21.030] 願意收到
[00:19:21.030 - 00:19:22.030] 我們有件的客戶
[00:19:22.030 - 00:19:23.030] 發送
[00:19:23.030 - 00:19:25.030] 上眼性的
[00:19:25.030 - 00:19:26.030] 三眼性的
[00:19:26.030 - 00:19:27.030] 有件
[00:19:27.030 - 00:19:28.030] 就在於是
[00:19:28.030 - 00:19:29.030] 說我們可以分享
[00:19:29.030 - 00:19:31.030] 關於我們公司的
[00:19:31.030 - 00:19:32.030] 介紹
[00:19:32.030 - 00:19:34.030] 我們常品介紹
[00:19:34.030 - 00:19:36.030] 關於我們公司
[00:19:36.030 - 00:19:37.030] 業務的一些
[00:19:37.030 - 00:19:38.030] 更新公司
[00:19:38.030 - 00:19:40.030] 新聞的都可以
[00:19:40.030 - 00:19:41.030] 只要我們
[00:19:41.030 - 00:19:42.030] 決定可以發動
[00:19:42.030 - 00:19:43.030] 可以發動
[00:19:43.030 - 00:19:44.030] 但是
[00:19:44.030 - 00:19:46.030] 我們現在也更清楚
[00:19:46.030 - 00:19:48.030] 其實不同的有件
[00:19:48.030 - 00:19:49.030] 跟
[00:19:49.030 - 00:19:51.030] 有件影銷這件的區別
[00:19:51.030 - 00:19:52.030] 有賴一些
[00:19:52.030 - 00:19:53.030] 所以
[00:19:53.030 - 00:19:54.030] 如果我們要發這種
[00:19:54.030 - 00:19:56.030] 上眼性的有件
[00:19:56.030 - 00:19:57.030] 我們不得不
[00:19:57.030 - 00:19:59.030] 利用一個工具
[00:19:59.030 - 00:20:01.030] 在那些工具
[00:20:01.030 - 00:20:02.030] 還是
[00:20:02.030 - 00:20:03.030] 便宜
[00:20:03.030 - 00:20:04.030] 或者免費的
[00:20:04.030 - 00:20:05.030] 誰打這不用單心
[00:20:05.030 - 00:20:06.030] 但是
[00:20:06.030 - 00:20:08.030] 除了利用工具
[00:20:08.030 - 00:20:09.030] 之外
[00:20:09.030 - 00:20:10.030] 還是說
[00:20:10.030 - 00:20:11.030] 普通的有件
[00:20:11.030 - 00:20:13.030] 一對一
[00:20:13.030 - 00:20:14.030] 就等有時候
[00:20:14.030 - 00:20:16.030] 我只法給一個客戶
[00:20:16.030 - 00:20:17.030] 讓客戶
[00:20:17.030 - 00:20:19.030] 回復我們
[00:20:19.030 - 00:20:20.030] 也回復他
[00:20:20.030 - 00:20:22.030] 但是
[00:20:22.030 - 00:20:24.030] 有件影銷的話
[00:20:24.030 - 00:20:26.030] 我這定我要把
[00:20:26.030 - 00:20:28.030] 利用的
[00:20:28.030 - 00:20:30.030] 利用的
[00:20:30.030 - 00:20:31.030] 利用的意思是
[00:20:31.030 - 00:20:32.030] 收管住
[00:20:32.030 - 00:20:34.030] 我有一件影銷的客戶
[00:20:34.030 - 00:20:35.030] 我又發給
[00:20:35.030 - 00:20:36.030] 這一批利用
[00:20:36.030 - 00:20:37.030] 利用的
[00:20:37.030 - 00:20:38.030] 讓他們
[00:20:38.030 - 00:20:39.030] 收到
[00:20:39.030 - 00:20:41.030] 平時我都需要
[00:20:41.030 - 00:20:42.030] 第一個時間
[00:20:42.030 - 00:20:43.030] 我們
[00:20:43.030 - 00:20:45.030] 也發一次
[00:20:45.030 - 00:20:46.030] 我們每週
[00:20:46.030 - 00:20:47.030] 發一次
[00:20:47.030 - 00:20:48.030] 還是什麼
[00:20:48.030 - 00:20:49.030] 信販
[00:20:49.030 - 00:20:50.030] 都按照
[00:20:50.030 - 00:20:52.030] 我可以分享的內容
[00:20:52.030 - 00:20:53.030] 就可以決定
[00:20:53.030 - 00:20:54.030] 什麼時候發送
[00:20:54.030 - 00:20:55.030] 所以
[00:20:55.030 - 00:20:56.030] 這個是
[00:20:56.030 - 00:20:57.030] 有件影銷
[00:20:57.030 - 00:20:58.030] 感
[00:20:58.030 - 00:20:59.030] 普通的有件的
[00:20:59.030 - 00:21:01.030] 其中一個區別
[00:21:01.030 - 00:21:03.030] 其他的區別
[00:21:03.030 - 00:21:05.030] 我們剛剛水道的
[00:21:05.030 - 00:21:07.030] 也不僅是
[00:21:07.030 - 00:21:09.030] 有這個點可以分享
[00:21:09.030 - 00:21:10.030] 還是要了解
[00:21:10.030 - 00:21:12.030] 為什麼又做有件影銷
[00:21:12.030 - 00:21:13.030] 就等於是說
[00:21:13.030 - 00:21:14.030] 除了
[00:21:14.030 - 00:21:15.030] 讓我們的有件看起來
[00:21:15.030 - 00:21:16.030] 剛好看
[00:21:16.030 - 00:21:17.030] 跟全面的話
[00:21:17.030 - 00:21:19.030] 有沒有其他方面
[00:21:19.030 - 00:21:20.030] 可以給我們提供
[00:21:20.030 - 00:21:22.030] 更實際點的榜助
[00:21:22.030 - 00:21:23.030] 我這次說
[00:21:23.030 - 00:21:25.030] 這個有件影銷
[00:21:25.030 - 00:21:26.030] 中提是
[00:21:26.030 - 00:21:27.030] 怎麼可以幫到
[00:21:27.030 - 00:21:28.030] 我
[00:21:28.030 - 00:21:29.030] 只是
[00:21:29.030 - 00:21:30.030] 我為什麼不僅是
[00:21:30.030 - 00:21:31.030] 發這種
[00:21:31.030 - 00:21:33.030] 很普通的
[00:21:33.030 - 00:21:34.030] 然後
[00:21:34.030 - 00:21:35.030] 世界比較
[00:21:35.030 - 00:21:36.030] 比較有限的
[00:21:36.030 - 00:21:37.030] 有件
[00:21:37.030 - 00:21:38.030] 而是這地方
[00:21:38.030 - 00:21:39.030] 在這種
[00:21:39.030 - 00:21:40.030] 剛好看的有件
[00:21:40.030 - 00:21:41.030] 就是因為
[00:21:41.030 - 00:21:42.030] 好看嗎
[00:21:42.030 - 00:21:43.030] 還是說
[00:21:43.030 - 00:21:44.030] 還有其他的
[00:21:44.030 - 00:21:45.030] 方面的好處
[00:21:45.030 - 00:21:47.030] 都是我們是需要了解
[00:21:47.030 - 00:21:49.030] 如果我開始做的話
[00:21:49.030 - 00:21:50.030] 我要怎麼做
[00:21:50.030 - 00:21:51.030] 我的流山是什麼
[00:21:51.030 - 00:21:53.030] 我需要準備什麼
[00:21:53.030 - 00:21:55.030] 然後我需要怎麼
[00:21:55.030 - 00:21:57.030] 開始利用這些工具
[00:21:57.030 - 00:21:59.030] 因為我剛才也說了
[00:21:59.030 - 00:22:01.030] 如果想要做有件影銷的話
[00:22:01.030 - 00:22:03.030] 一定要需要利用一個工具
[00:22:03.030 - 00:22:05.030] 那這些工具是
[00:22:05.030 - 00:22:07.030] 選擇哪一個工具比較好的
[00:22:07.030 - 00:22:09.030] 總是我們需要怎麼
[00:22:09.030 - 00:22:11.030] 注冊這些工具
[00:22:11.030 - 00:22:13.030] 如何利用這些工具
[00:22:13.030 - 00:22:15.030] 這個是我們會一步一步的
[00:22:15.030 - 00:22:16.030] 水系的
[00:22:16.030 - 00:22:18.030] 所以大家不用擔心
[00:22:18.030 - 00:22:19.030] 然後前面的部分
[00:22:19.030 - 00:22:21.030] 也都是感有件影銷有關係
[00:22:21.030 - 00:22:23.030] 那是後面的部分跟
[00:22:23.030 - 00:22:25.030] 不同的有件有關係
[00:22:25.030 - 00:22:27.030] 因為我知道大家
[00:22:27.030 - 00:22:28.030] 每天都要解
[00:22:28.030 - 00:22:29.030] 出過
[00:22:29.030 - 00:22:31.030] 科目的這種
[00:22:31.030 - 00:22:32.030] 普通的有件
[00:22:32.030 - 00:22:35.030] 所以我們還是需要了解
[00:22:35.030 - 00:22:36.030] 不管是我選擇
[00:22:36.030 - 00:22:37.030] 發這些
[00:22:37.030 - 00:22:39.030] 好看一點的
[00:22:39.030 - 00:22:40.030] 有件還是說這種
[00:22:40.030 - 00:22:42.030] 普通一點的有件
[00:22:42.030 - 00:22:44.030] 我都需要了解
[00:22:44.030 - 00:22:45.030] 首先我這麼
[00:22:45.030 - 00:22:47.030] 找到這些科護的有相
[00:22:47.030 - 00:22:49.030] 同時我怎麼可以
[00:22:49.030 - 00:22:50.030] 跟科護構思
[00:22:50.030 - 00:22:53.030] 需要管住哪一些點
[00:22:53.030 - 00:22:54.030] 我怎麼可以避免
[00:22:54.030 - 00:22:55.030] 讓科護覺得
[00:22:55.030 - 00:22:56.030] 我會比較核心
[00:22:56.030 - 00:22:58.030] 然後怎麼避免在
[00:22:58.030 - 00:22:59.030] 我的有件
[00:22:59.030 - 00:23:00.030] 理念出現
[00:23:00.030 - 00:23:02.030] 一些還明顯的有法作
[00:23:02.030 - 00:23:05.030] 這些都是我們會水系的
[00:23:05.030 - 00:23:06.030] 所以大家可以
[00:23:06.030 - 00:23:07.030] 一步的水系
[00:23:07.030 - 00:23:09.030] 感謝大家
[00:23:15.020 - 00:23:16.020] 大家好
[00:23:16.020 - 00:23:17.020] 歡迎來到
[00:23:17.020 - 00:23:19.020] 這節刻的第三個部分
[00:23:19.020 - 00:23:21.020] 我們跟水道了
[00:23:21.020 - 00:23:22.020] 有件影銷是
[00:23:22.020 - 00:23:24.020] 什麼樣的去到
[00:23:24.020 - 00:23:26.020] 同時也是到了
[00:23:26.020 - 00:23:27.020] 也件影銷
[00:23:27.020 - 00:23:28.020] 感不同有件
[00:23:28.020 - 00:23:30.020] 自己的一些區別
[00:23:30.020 - 00:23:31.020] 比如說
[00:23:31.020 - 00:23:32.020] 有件影銷是
[00:23:32.020 - 00:23:34.020] 需要科護先管住
[00:23:34.020 - 00:23:35.020] 就可以收到
[00:23:35.020 - 00:23:36.020] 我們的有件影銷
[00:23:36.020 - 00:23:39.020] 同時也需要利用工具
[00:23:39.020 - 00:23:41.020] 而不同的有件
[00:23:41.020 - 00:23:42.020] 就是簡單的
[00:23:42.020 - 00:23:44.020] 才有些血就可以了
[00:23:44.020 - 00:23:46.020] 那我們現在還是
[00:23:46.020 - 00:23:47.020] 需要了解
[00:23:47.020 - 00:23:48.020] 不管是
[00:23:48.020 - 00:23:50.020] 有件影銷還是
[00:23:50.020 - 00:23:51.020] 有件
[00:23:51.020 - 00:23:52.020] 為什麼
[00:23:52.020 - 00:23:53.020] 海外科護這麼愛看
[00:23:53.020 - 00:23:54.020] 有件
[00:23:54.020 - 00:23:55.020] 自己的有件
[00:23:55.020 - 00:23:57.020] 為什麼這麼流行
[00:23:57.020 - 00:23:59.020] 因為在很多
[00:23:59.020 - 00:24:00.020] 國內
[00:24:00.020 - 00:24:01.020] 在很多
[00:24:01.020 - 00:24:03.020] 國內用戶的
[00:24:03.020 - 00:24:04.020] 眼中
[00:24:04.020 - 00:24:06.020] 其實有件並不是
[00:24:06.020 - 00:24:07.020] 這麼重要的一個去到
[00:24:07.020 - 00:24:09.020] 很多人都
[00:24:09.020 - 00:24:11.020] 會先看
[00:24:11.020 - 00:24:12.020] 自己的微信
[00:24:12.020 - 00:24:14.020] 還有其他平台
[00:24:14.020 - 00:24:16.020] 而後面再會想到
[00:24:16.020 - 00:24:18.020] 自己還有一個有相
[00:24:18.020 - 00:24:19.020] 所以
[00:24:19.020 - 00:24:20.020] 雖然在國內海
[00:24:20.020 - 00:24:21.020] 不是特別流行
[00:24:21.020 - 00:24:22.020] 這個去到
[00:24:22.020 - 00:24:24.020] 但是在海外是非常長
[00:24:24.020 - 00:24:25.020] 見的
[00:24:25.020 - 00:24:27.020] 也是非常流行的一個去到
[00:24:27.020 - 00:24:29.020] 所以我們需要了解
[00:24:29.020 - 00:24:30.020] 有件
[00:24:30.020 - 00:24:31.020] 不管是有件影銷
[00:24:31.020 - 00:24:33.020] 還是不同的有件
[00:24:33.020 - 00:24:34.020] 是有什麼樣的
[00:24:34.020 - 00:24:35.020] 一些數據
[00:24:35.020 - 00:24:36.020] 來證明
[00:24:36.020 - 00:24:37.020] 這個去到的
[00:24:37.020 - 00:24:39.020] 前例是什麼
[00:24:39.020 - 00:24:40.020] 那首先
[00:24:40.020 - 00:24:42.020] 其實很多很多的用戶
[00:24:42.020 - 00:24:43.020] 都不懂得
[00:24:43.020 - 00:24:46.020] 講的開始用有件
[00:24:46.020 - 00:24:47.020] 就是
[00:24:47.020 - 00:24:48.020] 雖然還是
[00:24:48.020 - 00:24:50.020] 大部分的用戶
[00:24:50.020 - 00:24:52.020] 都有自己的有相
[00:24:52.020 - 00:24:55.020] 百分之八十七的用戶
[00:24:55.020 - 00:24:57.020] 都有一個有相
[00:24:57.020 - 00:24:58.020] 但是
[00:24:58.020 - 00:25:00.020] 還是有不裝的
[00:25:00.020 - 00:25:03.020] 新加的一些新的
[00:25:03.020 - 00:25:04.020] 有件的用戶
[00:25:04.020 - 00:25:06.020] 這個身為
[00:25:06.020 - 00:25:07.020] 當然有新的
[00:25:07.020 - 00:25:08.020] 科護
[00:25:08.020 - 00:25:10.020] 還有不同的人
[00:25:10.020 - 00:25:11.020] 是
[00:25:11.020 - 00:25:12.020] 可能是諸侍的不同的
[00:25:12.020 - 00:25:13.020] 有相
[00:25:13.020 - 00:25:14.020] 等等
[00:25:14.020 - 00:25:15.020] 反正
[00:25:15.020 - 00:25:16.020] 這個
[00:25:16.020 - 00:25:17.020] 取到的
[00:25:17.020 - 00:25:20.000] 前例還是有的
[00:25:20.000 - 00:25:21.000] 那
[00:25:21.000 - 00:25:22.000] 尤其是在
[00:25:22.000 - 00:25:23.000] 美國
[00:25:23.000 - 00:25:24.000] 和
[00:25:24.000 - 00:25:26.000] 歐洲這兩個地區
[00:25:26.000 - 00:25:27.000] 就是
[00:25:27.000 - 00:25:28.000] 就是
[00:25:28.000 - 00:25:29.000] 就等於是歐美
[00:25:29.000 - 00:25:30.000] 到利亞
[00:25:30.000 - 00:25:31.000] 加拿大街一些地方
[00:25:31.000 - 00:25:32.000] 百分之舊水
[00:25:32.000 - 00:25:33.000] 相當客戶
[00:25:33.000 - 00:25:35.000] 都有自己的一個有件
[00:25:35.000 - 00:25:36.000] 其實
[00:25:36.000 - 00:25:37.000] 每天
[00:25:37.000 - 00:25:38.000] 看
[00:25:38.000 - 00:25:39.000] 就是
[00:25:39.000 - 00:25:40.000] 大部分的用戶
[00:25:40.000 - 00:25:42.000] 都是每天都看
[00:25:42.000 - 00:25:44.000] 自己的有相
[00:25:44.000 - 00:25:46.000] 而不是那麼多的用
[00:25:46.000 - 00:25:47.000] 每天都看自己的
[00:25:47.000 - 00:25:49.000] 所以就等於是
[00:25:49.000 - 00:25:51.000] 自己的有相
[00:25:51.000 - 00:25:52.000] 還要
[00:25:52.000 - 00:25:53.000] 比其他
[00:25:53.000 - 00:25:55.000] 社交媒體更流行
[00:25:55.000 - 00:25:56.000] 因為
[00:25:56.000 - 00:25:57.000] 我們覺得
[00:25:57.000 - 00:25:59.000] 自己的有相
[00:25:59.000 - 00:26:00.000] 是
[00:26:00.000 - 00:26:01.000] 不僅是可以
[00:26:01.000 - 00:26:02.000] 手到一些
[00:26:02.000 - 00:26:04.000] 我們之前管住的
[00:26:04.000 - 00:26:07.000] 來自我們之前管住的一些
[00:26:07.000 - 00:26:08.000] 企業的
[00:26:08.000 - 00:26:09.000] 通知
[00:26:09.000 - 00:26:10.000] 我們還是可以
[00:26:10.000 - 00:26:12.000] 手到一些
[00:26:12.000 - 00:26:13.000] 比較
[00:26:13.000 - 00:26:14.000] 十幾點的
[00:26:14.000 - 00:26:15.000] 通知
[00:26:15.000 - 00:26:16.000] 比如說
[00:26:16.000 - 00:26:18.000] 我自己買了一個東西
[00:26:18.000 - 00:26:19.000] 等於是遇到了
[00:26:19.000 - 00:26:20.000] 什麼問題
[00:26:20.000 - 00:26:21.000] 我說我練習的客戶
[00:26:21.000 - 00:26:22.000] 還要
[00:26:22.000 - 00:26:23.000] 我練習的一個
[00:26:23.000 - 00:26:24.000] 同事
[00:26:24.000 - 00:26:25.000] 就可以在哪裡
[00:26:25.000 - 00:26:26.000] 手到通知
[00:26:26.000 - 00:26:27.000] 還有
[00:26:27.000 - 00:26:28.000] 所以我就
[00:26:28.000 - 00:26:29.000] 我覺得
[00:26:29.000 - 00:26:30.000] 我
[00:26:30.000 - 00:26:31.000] 一開始
[00:26:31.000 - 00:26:32.000] 一個
[00:26:32.000 - 00:26:33.000] 一心的一天
[00:26:33.000 - 00:26:34.000] 我就一定要
[00:26:34.000 - 00:26:35.000] 先看我都有相
[00:26:35.000 - 00:26:37.000] 否則我就會
[00:26:37.000 - 00:26:38.000] 可能會
[00:26:38.000 - 00:26:39.000] MISS OUT
[00:26:39.000 - 00:26:41.000] 就等於是說我可能會
[00:26:41.000 - 00:26:42.000] 做過一些
[00:26:42.000 - 00:26:44.000] 非常重要的信心
[00:26:44.000 - 00:26:45.000] 而到了
[00:26:45.000 - 00:26:46.000] 市交媒體的話
[00:26:46.000 - 00:26:47.000] 我看市交媒體
[00:26:47.000 - 00:26:48.000] 就要說一位
[00:26:48.000 - 00:26:49.000] 我想玩
[00:26:49.000 - 00:26:51.000] 我想休息一下
[00:26:51.000 - 00:26:52.000] 睡我
[00:26:52.000 - 00:26:54.000] 我就順便看一下
[00:26:54.000 - 00:26:55.000] 我的Facebook
[00:26:55.000 - 00:26:56.000] 所以
[00:26:56.000 - 00:26:57.000] 還有
[00:26:57.000 - 00:26:58.000] 其實
[00:26:58.000 - 00:26:59.000] 百分之四十七的
[00:26:59.000 - 00:27:00.000] 用戶
[00:27:00.000 - 00:27:01.000] 他們是
[00:27:01.000 - 00:27:02.000] 按照
[00:27:02.000 - 00:27:03.000] 他們手到的
[00:27:03.000 - 00:27:04.000] 有件
[00:27:04.000 - 00:27:05.000] 的表題
[00:27:05.000 - 00:27:06.000] 來判斷
[00:27:06.000 - 00:27:08.000] 所以我會說
[00:27:08.000 - 00:27:10.000] 為什麼
[00:27:10.000 - 00:27:11.000] 很多人
[00:27:11.000 - 00:27:12.000] 都覺得
[00:27:12.000 - 00:27:13.000] 我發了很多的
[00:27:13.000 - 00:27:14.000] 有件
[00:27:14.000 - 00:27:15.000] 但是沒人看
[00:27:15.000 - 00:27:17.000] 很多時候
[00:27:17.000 - 00:27:18.000] 是因為
[00:27:18.000 - 00:27:19.000] 他們
[00:27:19.000 - 00:27:20.000] 可能還沒有點記得
[00:27:20.000 - 00:27:21.000] 看你的
[00:27:21.000 - 00:27:22.000] 有件
[00:27:22.000 - 00:27:23.000] 這個也有可能
[00:27:23.000 - 00:27:24.000] 是因為
[00:27:24.000 - 00:27:25.000] 你寫的
[00:27:25.000 - 00:27:26.000] 表題
[00:27:26.000 - 00:27:27.000] 是不夠實際的
[00:27:27.000 - 00:27:28.000] 那是寫的
[00:27:28.000 - 00:27:29.000] 他一張
[00:27:29.000 - 00:27:30.000] 還是說
[00:27:30.000 - 00:27:31.000] 寫的
[00:27:31.000 - 00:27:32.000] 沒有洗地的
[00:27:32.000 - 00:27:33.000] 所以用過
[00:27:33.000 - 00:27:34.000] 他看
[00:27:34.000 - 00:27:35.000] 就覺得
[00:27:35.000 - 00:27:36.000] 沒有什麼
[00:27:36.000 - 00:27:37.000] 想要了解的
[00:27:37.000 - 00:27:38.000] 吸氣
[00:27:38.000 - 00:27:39.000] 不是
[00:27:39.000 - 00:27:40.000] 很多
[00:27:40.000 - 00:27:41.000] 會用戶
[00:27:41.000 - 00:27:42.000] 用有件的
[00:27:42.000 - 00:27:43.000] 用戶都指移
[00:27:43.000 - 00:27:44.000] 動斷用戶
[00:27:44.000 - 00:27:45.000] 所以
[00:27:45.000 - 00:27:46.000] 按照
[00:27:46.000 - 00:27:47.000] 大家是
[00:27:47.000 - 00:27:48.000] 不斷的
[00:27:48.000 - 00:27:50.000] 看自己的手機
[00:27:50.000 - 00:27:51.000] 所以
[00:27:51.000 - 00:27:52.000] 如果我們是
[00:27:52.000 - 00:27:53.000] 發有件
[00:27:53.000 - 00:27:54.000] 其實
[00:27:54.000 - 00:27:55.000] 這種好看一點的
[00:27:55.000 - 00:27:56.000] 有件
[00:27:56.000 - 00:27:57.000] 以銷的有件
[00:27:57.000 - 00:27:58.000] 我們還是可以
[00:27:58.000 - 00:27:59.000] 新一根
[00:27:59.000 - 00:28:00.000] 多的
[00:28:00.000 - 00:28:01.000] 一種斷的客戶
[00:28:01.000 - 00:28:02.000] 同時
[00:28:02.000 - 00:28:03.000] 接著
[00:28:03.000 - 00:28:04.000] 因為建議
[00:28:04.000 - 00:28:05.000] 銷也不清楚
[00:28:05.000 - 00:28:07.000] 很慘用的
[00:28:07.000 - 00:28:08.000] 一個
[00:28:08.000 - 00:28:09.000] 也是一個
[00:28:09.000 - 00:28:10.000] 對我們
[00:28:10.000 - 00:28:11.000] 來說
[00:28:11.000 - 00:28:13.000] 還是比較重要的一個
[00:28:13.000 - 00:28:14.000] 去到
[00:28:14.000 - 00:28:16.000] 因為有百分之無十九的
[00:28:16.000 - 00:28:18.000] 用不他們是
[00:28:18.000 - 00:28:19.000] 看了有件
[00:28:19.000 - 00:28:20.000] 以後
[00:28:20.000 - 00:28:21.000] 就可能受到的
[00:28:21.000 - 00:28:22.000] 來自一個
[00:28:22.000 - 00:28:23.000] 一家企業的通知
[00:28:23.000 - 00:28:25.000] 乾心心心心等等
[00:28:25.000 - 00:28:26.000] 就會
[00:28:26.000 - 00:28:28.000] 也會想到他們
[00:28:28.000 - 00:28:29.000] 購買一個
[00:28:29.000 - 00:28:30.000] 產品
[00:28:30.000 - 00:28:31.000] 或者宣責
[00:28:31.000 - 00:28:32.000] 越企業的時候
[00:28:32.000 - 00:28:33.000] 尤其是
[00:28:33.000 - 00:28:34.000] 針對B2B的話
[00:28:34.000 - 00:28:36.000] 百分之九十五的用過
[00:28:36.000 - 00:28:38.000] 還是會覺得
[00:28:38.000 - 00:28:40.000] 這份有
[00:28:40.000 - 00:28:41.000] 有件影響還是對他們的
[00:28:41.000 - 00:28:43.000] 說是非常重要的
[00:28:43.000 - 00:28:45.000] 所以
[00:28:45.000 - 00:28:46.000] 其實
[00:28:46.000 - 00:28:48.000] B2B企業也不要覺得
[00:28:48.000 - 00:28:50.000] 我沒辦法
[00:28:50.000 - 00:28:51.000] 放在那麼好看的責恩
[00:28:51.000 - 00:28:52.000] 那麼我看的有件
[00:28:52.000 - 00:28:54.000] 所以我最要放棄
[00:28:54.000 - 00:28:55.000] 做有件影響
[00:28:55.000 - 00:28:56.000] 因為其實
[00:28:56.000 - 00:28:58.000] 有件影響的客戶
[00:28:58.000 - 00:29:00.000] 有件影響的
[00:29:00.000 - 00:29:01.000] 電影響的電影響
[00:29:01.000 - 00:29:02.000] 還是比
[00:29:02.000 - 00:29:03.000] 西方的
[00:29:03.000 - 00:29:05.000] B2B的
[00:29:05.000 - 00:29:07.000] 有件影響的電影響
[00:29:07.000 - 00:29:08.000] 要比
[00:29:08.000 - 00:29:10.000] 西方的
[00:29:10.000 - 00:29:11.000] 電影響
[00:29:11.000 - 00:29:13.000] 要更均確一點
[00:29:13.000 - 00:29:14.000] 所以
[00:29:14.000 - 00:29:15.000] 平均的點跡率
[00:29:15.000 - 00:29:16.000] 就等於是
[00:29:16.000 - 00:29:17.000] 說有多少個
[00:29:17.000 - 00:29:18.000] 用戶數
[00:29:18.000 - 00:29:19.000] 到了我的幽建
[00:29:19.000 - 00:29:20.000] 還有多少個
[00:29:20.000 - 00:29:21.000] 用戶點跡打
[00:29:21.000 - 00:29:22.000] 開我的幽建
[00:29:22.000 - 00:29:23.000] 了解
[00:29:23.000 - 00:29:24.000] 我發的幽建的內容
[00:29:24.000 - 00:29:26.000] 其實這個比例
[00:29:26.000 - 00:29:28.000] 在B2B的幽建
[00:29:28.000 - 00:29:31.000] 要比西方的幽高一些
[00:29:31.000 - 00:29:33.340] 所以
[00:29:33.340 - 00:29:34.340] 總體的
[00:29:34.340 - 00:29:36.340] 有件影響的狀況
[00:29:36.340 - 00:29:37.340] 要比
[00:29:37.340 - 00:29:38.340] Facebook和Twitter
[00:29:38.340 - 00:29:39.340] 要高很多
[00:29:39.340 - 00:29:40.340] 這個是
[00:29:40.340 - 00:29:41.340] 因為
[00:29:41.340 - 00:29:42.340] 我們在Facebook和Twitter
[00:29:42.340 - 00:29:43.340] 是
[00:29:43.340 - 00:29:44.340] 美棒法
[00:29:44.340 - 00:29:46.340] 發送一些
[00:29:46.340 - 00:29:48.340] 更均確的貼子的內容
[00:29:48.340 - 00:29:49.340] 做的影視
[00:29:49.340 - 00:29:50.340] 說我們發那麼多貼子
[00:29:50.340 - 00:29:51.340] 那是
[00:29:51.340 - 00:29:53.340] 我們不知道是誰會看
[00:29:53.340 - 00:29:55.340] 那是在有件影響的
[00:29:55.340 - 00:29:56.340] 我們就
[00:29:56.340 - 00:29:58.340] 先需要挑選
[00:29:58.340 - 00:30:00.340] 誰會輸到我們的幽建
[00:30:00.340 - 00:30:02.340] 那如果我們選好的話
[00:30:02.340 - 00:30:03.340] 那這一些客戶
[00:30:03.340 - 00:30:05.340] 反正他們對我們還是
[00:30:05.340 - 00:30:06.340] 比較感興趣
[00:30:06.340 - 00:30:08.340] 所以他們手到這些
[00:30:08.340 - 00:30:10.340] 通知這些幽建
[00:30:10.340 - 00:30:11.340] 他們會覺得
[00:30:11.340 - 00:30:12.340] OK
[00:30:12.340 - 00:30:14.340] 我看我輸出還是比較疲憊的
[00:30:14.340 - 00:30:18.340] 就可以提升他們的狀況
[00:30:18.340 - 00:30:19.340] 所以
[00:30:19.340 - 00:30:20.340] 我們
